CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel,ChurnFlag_Tukey,ChurnFlag_Q3,ChurnFlag
15350.0,372,1,115.65,0,Churn Risk,Churned,Churned,Churned
15361.0,361,1,418.92,0,Churn Risk,Churned,Churned,Churned
15363.0,372,1,326.0,0,Churn Risk,Churned,Churned,Churned
15447.0,330,1,155.17,0,Churn Risk,Churned,Churned,Churned
15454.0,361,1,179.1,0,Churn Risk,Churned,Churned,Churned
15460.0,353,1,214.26,0,Churn Risk,Churned,Churned,Churned
15464.0,337,1,1044.65,0,Churn Risk,Churned,Churned,Churned
15503.0,362,1,141.04,0,Churn Risk,Churned,Churned,Churned
15510.0,330,1,250.0,0,Churn Risk,Churned,Churned,Churned
15562.0,351,1,134.55,0,Churn Risk,Churned,Churned,Churned
15607.0,336,1,104.76,0,Churn Risk,Churned,Churned,Churned
15649.0,335,2,816.0,0,Churn Risk,Churned,Churned,Churned
15723.0,364,1,190.7,0,Churn Risk,Churned,Churned,Churned
15789.0,357,1,351.3,0,Churn Risk,Churned,Churned,Churned
15823.0,371,1,15.0,0,Churn Risk,Churned,Churned,Churned
15880.0,368,1,329.03000000000003,0,Churn Risk,Churned,Churned,Churned
15899.0,368,1,56.25,0,Churn Risk,Churned,Churned,Churned
15922.0,372,1,369.5,0,Churn Risk,Churned,Churned,Churned
15923.0,372,1,127.08,0,Churn Risk,Churned,Churned,Churned
15945.0,364,1,181.0,0,Churn Risk,Churned,Churned,Churned
15973.0,366,1,307.82000000000005,0,Churn Risk,Churned,Churned,Churned
16048.0,372,2,256.44,0,Churn Risk,Churned,Churned,Churned
16065.0,364,1,367.14,0,Churn Risk,Churned,Churned,Churned
16125.0,366,1,289.35,0,Churn Risk,Churned,Churned,Churned
16202.0,360,1,365.27,0,Churn Risk,Churned,Churned,Churned
16270.0,352,1,1141.24,0,Churn Risk,Churned,Churned,Churned
16274.0,372,1,351.75,0,Churn Risk,Churned,Churned,Churned
16282.0,339,1,168.3,0,Churn Risk,Churned,Churned,Churned
16315.0,330,1,226.37,0,Churn Risk,Churned,Churned,Churned
16351.0,332,1,153.9,0,Churn Risk,Churned,Churned,Churned
16499.0,359,2,365.45,0,Churn Risk,Churned,Churned,Churned
16510.0,371,1,248.1,0,Churn Risk,Churned,Churned,Churned
16565.0,363,1,173.7,0,Churn Risk,Churned,Churned,Churned
16583.0,373,1,233.45,0,Churn Risk,Churned,Churned,Churned
16658.0,367,1,123.24,0,Churn Risk,Churned,Churned,Churned
16665.0,361,1,135.39999999999998,0,Churn Risk,Churned,Churned,Churned
16679.0,365,1,129.75,0,Churn Risk,Churned,Churned,Churned
16718.0,368,1,606.0500000000001,0,Churn Risk,Churned,Churned,Churned
16727.0,363,1,256.32,0,Churn Risk,Churned,Churned,Churned
16752.0,372,1,207.5,0,Churn Risk,Churned,Churned,Churned
16754.0,371,1,2002.4,0,Churn Risk,Churned,Churned,Churned
16781.0,371,1,311.25,0,Churn Risk,Churned,Churned,Churned
16795.0,364,1,414.88,0,Churn Risk,Churned,Churned,Churned
16812.0,360,1,479.35,0,Churn Risk,Churned,Churned,Churned
16850.0,333,1,332.41,0,Churn Risk,Churned,Churned,Churned
16858.0,368,1,375.69000000000005,0,Churn Risk,Churned,Churned,Churned
16893.0,366,1,145.93,0,Churn Risk,Churned,Churned,Churned
16926.0,370,1,230.25,0,Churn Risk,Churned,Churned,Churned
17128.0,334,1,157.09,0,Churn Risk,Churned,Churned,Churned
17251.0,362,1,269.83,0,Churn Risk,Churned,Churned,Churned
17303.0,360,1,250.04,0,Churn Risk,Churned,Churned,Churned
17343.0,354,1,193.64,0,Churn Risk,Churned,Churned,Churned
17406.0,332,3,2184.42,0,Churn Risk,Churned,Churned,Churned
17456.0,364,1,249.86,0,Churn Risk,Churned,Churned,Churned
17496.0,358,1,271.05,0,Churn Risk,Churned,Churned,Churned
17524.0,360,1,145.0,0,Churn Risk,Churned,Churned,Churned
17525.0,359,1,422.70000000000005,0,Churn Risk,Churned,Churned,Churned
17551.0,358,1,290.34,0,Churn Risk,Churned,Churned,Churned
17569.0,331,1,344.14,0,Churn Risk,Churned,Churned,Churned
17643.0,372,1,101.55,0,Churn Risk,Churned,Churned,Churned
17691.0,357,2,290.40000000000003,0,Churn Risk,Churned,Churned,Churned
17732.0,372,1,303.97,0,Churn Risk,Churned,Churned,Churned
17752.0,358,1,80.64,0,Churn Risk,Churned,Churned,Churned
17850.0,371,34,5391.21,0,Churn Risk,Churned,Churned,Churned
17855.0,372,1,208.97,0,Churn Risk,Churned,Churned,Churned
17860.0,368,1,226.45000000000002,0,Churn Risk,Churned,Churned,Churned
17880.0,364,1,458.92,0,Churn Risk,Churned,Churned,Churned
17908.0,373,1,232.03,0,Churn Risk,Churned,Churned,Churned
17925.0,372,1,244.08,0,Churn Risk,Churned,Churned,Churned
17967.0,371,1,112.27,0,Churn Risk,Churned,Churned,Churned
17968.0,373,1,265.1,0,Churn Risk,Churned,Churned,Churned
17976.0,371,1,321.79,0,Churn Risk,Churned,Churned,Churned
17978.0,364,1,300.91999999999996,0,Churn Risk,Churned,Churned,Churned
18004.0,361,1,157.92,0,Churn Risk,Churned,Churned,Churned
18011.0,372,1,102.78999999999999,0,Churn Risk,Churned,Churned,Churned
18032.0,333,1,73.5,0,Churn Risk,Churned,Churned,Churned
18050.0,358,1,74.4,0,Churn Risk,Churned,Churned,Churned
18074.0,373,1,489.6,0,Churn Risk,Churned,Churned,Churned
18085.0,329,2,689.95,0,Churn Risk,Churned,Churned,Churned
18106.0,329,1,421.9,0,Churn Risk,Churned,Churned,Churned
18113.0,368,1,76.32000000000001,0,Churn Risk,Churned,Churned,Churned
18119.0,367,1,180.7,0,Churn Risk,Churned,Churned,Churned
18176.0,357,1,476.35,0,Churn Risk,Churned,Churned,Churned
18269.0,365,1,168.6,0,Churn Risk,Churned,Churned,Churned
