CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,ChurnStatus,ValueCategory,MarketingSegment,Rank,CustomerFlag
12403.0,49,1,427.7,0,-0.2390434856837532,-0.5139552097832173,Churn Risk,Active,Medium Value,Loyal Regulars,2738.0,Normal
12410.0,308,2,693.3299999999999,0,-1.118825671280927,1.8589233381645902,Churn Risk,Active,Medium Value,Loyal Regulars,2105.0,Normal
12412.0,74,3,1226.88,0,-0.10259753529044399,-0.2174832655531623,Churn Risk,Active,Medium Value,Loyal Regulars,1416.0,Normal
12413.0,66,3,758.1,0,-0.10510116762679117,-0.3109875446005194,Churn Risk,Active,Medium Value,Loyal Regulars,1987.0,Normal
12414.0,216,3,562.41,0,-0.6900092530085806,1.0376091341396607,Churn Risk,Active,Medium Value,Loyal Regulars,2415.0,Normal
12418.0,112,1,668.58,0,-0.46198647510776947,0.06700322187186877,Churn Risk,Active,Medium Value,Loyal Regulars,2159.0,Normal
12420.0,63,1,600.39,0,-0.2802069119521428,-0.3794875136498255,Churn Risk,Active,Medium Value,Loyal Regulars,2327.0,Normal
12421.0,15,4,807.04,0,0.18024954727438872,-0.7531776403470588,Churn Risk,Active,Medium Value,Loyal Regulars,1906.0,Normal
12422.0,95,3,803.5600000000001,0,-0.2123261699744369,-0.046508153253762605,Churn Risk,Active,Medium Value,Loyal Regulars,1911.0,Normal
12425.0,77,1,777.2,0,-0.3210806180593854,-0.24483429399945073,Churn Risk,Active,Medium Value,Loyal Regulars,1957.0,Normal
12426.0,194,1,582.73,0,-0.7802505547147215,0.805187430306792,Churn Risk,Active,Medium Value,Loyal Regulars,2374.0,Normal
12427.0,21,3,825.8,0,0.07100364959191904,-0.7151615936137805,Churn Risk,Active,Medium Value,Loyal Regulars,1880.0,Normal
12434.0,84,2,806.14,0,-0.2579798496676756,-0.16306033241746162,Churn Risk,Active,Medium Value,Loyal Regulars,1908.0,Normal
12436.0,99,1,509.01,0,-0.42370809203727794,-0.05782429028924125,Churn Risk,Active,Medium Value,Loyal Regulars,2534.0,Normal
12446.0,57,1,1002.3100000000001,0,-0.22909784250901336,-0.4156854079683129,Churn Risk,Active,Medium Value,Loyal Regulars,1655.0,Normal
12447.0,242,1,476.49,0,-0.9704884628264814,1.2347741958065674,Churn Risk,Active,Medium Value,Loyal Regulars,2620.0,Normal
12448.0,43,1,449.45,0,-0.21466813314917293,-0.567272151541358,Churn Risk,Active,Medium Value,Loyal Regulars,2689.0,Normal
12452.0,16,2,430.57,0,-0.02547008258757682,-0.7953308052418077,Churn Risk,Active,Medium Value,Loyal Regulars,2725.0,Normal
12453.0,133,1,707.09,0,-0.5392390267765974,0.25877452976548965,Churn Risk,Active,Medium Value,Loyal Regulars,2075.0,Normal
12458.0,70,2,947.4,0,-0.19473932519732634,-0.283390866376881,Churn Risk,Active,Medium Value,Loyal Regulars,1718.0,Normal
12461.0,93,2,826.88,0,-0.29079022885799133,-0.0806818949055443,Churn Risk,Active,Medium Value,Loyal Regulars,1877.0,Normal
12462.0,18,2,1189.59,0,0.020289233852849416,-0.7430533686626092,Churn Risk,Active,Medium Value,Loyal Regulars,1445.0,Normal
12463.0,52,4,1344.78,0,0.07718070730846696,-0.39413576542646517,Churn Risk,Active,Medium Value,Loyal Regulars,1305.0,Normal
12464.0,9,8,1212.05,0,0.582452809496015,-0.7207361539934318,Churn Risk,Active,Medium Value,Loyal Regulars,1431.0,Normal
12465.0,16,2,742.1899999999999,0,-0.0035568309816055577,-0.7812985629208862,Churn Risk,Active,Medium Value,Loyal Regulars,2014.0,Normal
12468.0,187,2,729.5400000000001,0,-0.6555540566510182,0.7655776067006654,Churn Risk,Active,Medium Value,Loyal Regulars,2035.0,Normal
12475.0,53,1,723.38,0,-0.233481730516382,-0.4644431827945196,Churn Risk,Active,Medium Value,Loyal Regulars,2044.0,Normal
12478.0,3,1,680.99,0,-0.04608025312600326,-0.9188215354727256,Churn Risk,Active,Medium Value,Loyal Regulars,2130.0,Normal
12479.0,10,1,527.2,0,-0.08354836210898801,-0.8624009616173591,Churn Risk,Active,Medium Value,Loyal Regulars,2496.0,Normal
12488.0,9,3,1298.66,0,0.14994713339652602,-0.8024614049815769,Churn Risk,Active,Medium Value,Loyal Regulars,1350.0,Normal
12491.0,38,1,460.40000000000003,0,-0.19485988843740193,-0.6120260264452339,Churn Risk,Active,Medium Value,Loyal Regulars,2657.0,Normal
12493.0,165,2,433.74,0,-0.5925866005578947,0.5531711446547376,Churn Risk,Active,Medium Value,Loyal Regulars,2721.0,Normal
12494.0,15,7,1246.1000000000001,0,0.4742821111494522,-0.6820315988682439,Churn Risk,Active,Medium Value,Loyal Regulars,1400.0,Normal
12497.0,81,1,1043.1,0,-0.31761300522185765,-0.1966632598106922,Churn Risk,Active,Medium Value,Loyal Regulars,1601.0,Normal
12498.0,20,3,403.70000000000005,0,0.045129044366063444,-0.7432181387452,Churn Risk,Active,Medium Value,Loyal Regulars,2820.0,Normal
12504.0,17,2,482.04999999999995,0,-0.025657634188000225,-0.7839632712424719,Churn Risk,Active,Medium Value,Loyal Regulars,2604.0,Normal
12507.0,133,3,1304.81,0,-0.3217686495446883,0.31993996833874405,Churn Risk,Active,Medium Value,Loyal Regulars,1344.0,Normal
12508.0,25,2,397.88,0,-0.06203768221723232,-0.7153583195532869,Churn Risk,Active,Medium Value,Loyal Regulars,2838.0,Normal
12510.0,142,2,982.5699999999999,0,-0.4664167546106193,0.36974896385304307,Churn Risk,Active,Medium Value,Loyal Regulars,1674.0,Normal
12513.0,112,1,612.29,0,-0.46594481196965293,0.06446848430610062,Churn Risk,Active,Medium Value,Loyal Regulars,2297.0,Normal
12514.0,266,1,1017.68,0,-1.023815283636919,1.476329345881232,Churn Risk,Active,Medium Value,Loyal Regulars,1633.0,Normal
12516.0,77,2,1312.06,0,-0.19574980856219987,-0.20362449946817462,Churn Risk,Active,Medium Value,Loyal Regulars,1338.0,Normal
12519.0,63,1,330.84,0,-0.2991617831747522,-0.39162534471844884,Churn Risk,Active,Medium Value,Loyal Regulars,3089.0,Normal
12521.0,142,1,599.68,0,-0.5810609687462766,0.33538237535960297,Churn Risk,Active,Medium Value,Loyal Regulars,2330.0,Normal
12526.0,0,3,1316.66,0,0.18548172594675236,-0.8830953810740972,Churn Risk,Active,Medium Value,Loyal Regulars,1329.0,Normal
12527.0,81,3,348.71000000000004,0,-0.1910043555189632,-0.19368150850168891,Churn Risk,Active,Medium Value,Loyal Regulars,3021.0,Normal
12532.0,29,1,349.83000000000004,0,-0.1683663932460734,-0.6984495070470953,Churn Risk,Active,Medium Value,Loyal Regulars,3013.0,Normal
12534.0,130,1,1089.18,0,-0.5009473530286879,0.24883186285651404,Churn Risk,Active,Medium Value,Loyal Regulars,1543.0,Normal
12535.0,91,2,716.35,0,-0.2909474512930383,-0.10375783985168194,Churn Risk,Active,Medium Value,Loyal Regulars,2052.0,Normal
12538.0,28,1,363.95,0,-0.16356582160408745,-0.7068630743682575,Churn Risk,Active,Medium Value,Loyal Regulars,2958.0,Normal
12541.0,29,3,981.18,0,0.05146885996141109,-0.6357697102514784,Churn Risk,Active,Medium Value,Loyal Regulars,1679.0,Normal
12544.0,35,1,372.7,0,-0.1896040483072616,-0.6431233275880384,Churn Risk,Active,Medium Value,Loyal Regulars,2934.0,Normal
12545.0,74,2,1000.39,0,-0.20624363457091255,-0.24480716519803006,Churn Risk,Active,Medium Value,Loyal Regulars,1656.0,Normal
12546.0,46,2,1161.5,0,-0.08830018872847785,-0.4909353229704825,Churn Risk,Active,Medium Value,Loyal Regulars,1465.0,Normal
12550.0,78,1,964.83,0,-0.3116940434607427,-0.22733592824350926,Churn Risk,Active,Medium Value,Loyal Regulars,1699.0,Normal
12552.0,38,2,437.82,0,-0.10872849802510376,-0.5959177438816572,Churn Risk,Active,Medium Value,Loyal Regulars,2711.0,Normal
12556.0,49,2,599.56,0,-0.13923899135557977,-0.4890912979375665,Churn Risk,Active,Medium Value,Loyal Regulars,2331.0,Normal
12559.0,310,2,561.71,0,-1.1356965403560075,1.87109527349,Churn Risk,Active,Medium Value,Loyal Regulars,2416.0,Normal
12564.0,260,1,456.9,0,-1.0404036897122688,1.39678108996095,Churn Risk,Active,Medium Value,Loyal Regulars,2667.0,Normal
12566.0,85,1,351.65,0,-0.381466653615883,-0.19160167683152945,Churn Risk,Active,Medium Value,Loyal Regulars,3005.0,Normal
12571.0,39,2,519.61,0,-0.10678463746912838,-0.5831853511930616,Churn Risk,Active,Medium Value,Loyal Regulars,2509.0,Normal
12572.0,8,2,1020.42,0,0.04646959920106595,-0.84116499672034,Churn Risk,Active,Medium Value,Loyal Regulars,1628.0,Normal
12576.0,35,5,1315.83,0,0.22759415910340647,-0.5321539646575353,Churn Risk,Active,Medium Value,Loyal Regulars,1332.0,Normal
12577.0,34,3,626.6,0,0.007496406760583221,-0.6064894873235293,Churn Risk,Active,Medium Value,Loyal Regulars,2262.0,Normal
12579.0,77,1,440.42,0,-0.3447631316203218,-0.2599994906134035,Churn Risk,Active,Medium Value,Loyal Regulars,2702.0,Normal
12580.0,246,1,415.7,0,-0.9899938304367899,1.268234385878062,Churn Risk,Active,Medium Value,Loyal Regulars,2778.0,Normal
12582.0,238,2,511.36,0,-0.8650865750316006,1.2172718881659501,Churn Risk,Active,Medium Value,Loyal Regulars,2530.0,Normal
12589.0,28,2,646.68,0,-0.0559649014831086,-0.6770066886566141,Churn Risk,Active,Medium Value,Loyal Regulars,2212.0,Normal
12591.0,316,1,452.84999999999997,0,-1.2539167309912853,1.9033645941947948,Churn Risk,Active,Medium Value,Loyal Regulars,2682.0,Normal
12592.0,91,2,437.6,0,-0.3105492704483059,-0.11630994673492719,Churn Risk,Active,Medium Value,Loyal Regulars,2713.0,Normal
12593.0,108,3,418.09999999999997,0,-0.2889312956250019,0.05377666898958905,Churn Risk,Active,Medium Value,Loyal Regulars,2761.0,Normal
12596.0,50,2,618.27,0,-0.14173094336396058,-0.479199396377922,Churn Risk,Active,Medium Value,Loyal Regulars,2286.0,Normal
12599.0,28,7,1032.58,0,0.4097678797968484,-0.5740043218894477,Churn Risk,Active,Medium Value,Loyal Regulars,1614.0,Normal
12601.0,189,5,577.0600000000001,0,-0.4107341328497463,0.8281853951721829,Churn Risk,Active,Medium Value,Loyal Regulars,2384.0,Normal
12603.0,21,1,739.1999999999999,0,-0.11052455075518149,-0.7533113088859971,Churn Risk,Active,Medium Value,Loyal Regulars,2020.0,Normal
12607.0,59,1,1579.51,0,-0.19612418618988128,-0.37159532232547915,Churn Risk,Active,Medium Value,Loyal Regulars,1138.0,Normal
12609.0,77,3,1126.85,0,-0.12105462926818394,-0.19483944252763719,Churn Risk,Active,Medium Value,Loyal Regulars,1498.0,Normal
12611.0,51,1,1193.32,0,-0.1928200544220722,-0.4613805753370075,Churn Risk,Active,Medium Value,Loyal Regulars,1443.0,Normal
12612.0,73,1,704.0400000000001,0,-0.31099467170772477,-0.2843262498718804,Churn Risk,Active,Medium Value,Loyal Regulars,2082.0,Normal
12614.0,277,1,315.6,0,-1.1150699686183483,1.5442579946311168,Churn Risk,Active,Medium Value,Loyal Regulars,3164.0,Normal
12616.0,94,2,713.3,0,-0.3025848702154317,-0.07674700938028373,Churn Risk,Active,Medium Value,Loyal Regulars,2058.0,Normal
12617.0,28,1,352.98,0,-0.16433723669335487,-0.7073570532472142,Churn Risk,Active,Medium Value,Loyal Regulars,3000.0,Normal
12620.0,14,3,1339.41,0,0.13377445478458405,-0.7553794801194454,Churn Risk,Active,Medium Value,Loyal Regulars,1312.0,Normal
12624.0,105,2,641.13,0,-0.34954401473374136,0.019546473977045113,Churn Risk,Active,Medium Value,Loyal Regulars,2228.0,Normal
12628.0,3,3,786.46,0,0.1367748936873211,-0.8798221044807357,Churn Risk,Active,Medium Value,Loyal Regulars,1938.0,Normal
12630.0,9,2,1270.88,0,0.06027440625719908,-0.82083739733041,Churn Risk,Active,Medium Value,Loyal Regulars,1372.0,Normal
12631.0,56,1,640.5,0,-0.2507328291631341,-0.4410270956145635,Churn Risk,Active,Medium Value,Loyal Regulars,2231.0,Normal
12638.0,32,1,671.69,0,-0.15715600208151437,-0.6568079858225663,Churn Risk,Active,Medium Value,Loyal Regulars,2158.0,Normal
12639.0,238,1,486.1,0,-0.9545820946937211,1.1990093713663397,Churn Risk,Active,Medium Value,Loyal Regulars,2593.0,Normal
12640.0,23,3,1174.58,0,0.08791471386998842,-0.6813572559683311,Churn Risk,Active,Medium Value,Loyal Regulars,1455.0,Normal
12642.0,24,3,1013.26,0,0.07276297530547202,-0.6795721016811194,Churn Risk,Active,Medium Value,Loyal Regulars,1635.0,Normal
12644.0,129,1,477.91,0,-0.5401244735176896,0.21225699643683074,Churn Risk,Active,Medium Value,Loyal Regulars,2616.0,Normal
12646.0,4,2,1346.97,0,0.0846633236138997,-0.8626580193468433,Churn Risk,Active,Medium Value,Loyal Regulars,1302.0,Normal
12648.0,154,1,318.05,0,-0.646557077207164,0.4312932697741545,Churn Risk,Active,Medium Value,Loyal Regulars,3149.0,Normal
12649.0,106,3,623.51,0,-0.26687148220743806,0.044927495877325876,Churn Risk,Active,Medium Value,Loyal Regulars,2266.0,Normal
12650.0,2,1,314.44,0,-0.06804855860629794,-0.9443766652234663,Churn Risk,Active,Medium Value,Loyal Regulars,3168.0,Normal
12654.0,10,5,601.98,0,0.2725871021143201,-0.7905333816897835,Churn Risk,Active,Medium Value,Loyal Regulars,2324.0,Normal
12657.0,10,4,1643.18,0,0.25808550552422344,-0.7607732261783421,Churn Risk,Active,Medium Value,Loyal Regulars,1096.0,Normal
12658.0,18,1,686.05,0,-0.10283913985619988,-0.7828528242249768,Churn Risk,Active,Medium Value,Loyal Regulars,2120.0,Normal
12667.0,57,1,620.13,0,-0.25597290347676277,-0.43289496566746505,Churn Risk,Active,Medium Value,Loyal Regulars,2282.0,Normal
12673.0,4,2,610.52,0,0.03287584480888868,-0.8958203480075283,Churn Risk,Active,Medium Value,Loyal Regulars,2304.0,Normal
12676.0,24,6,1331.39,0,0.35829168988745386,-0.6138715356655899,Churn Risk,Active,Medium Value,Loyal Regulars,1319.0,Normal
12679.0,58,4,1113.02,0,0.03803736180241496,-0.3502755697366665,Churn Risk,Active,Medium Value,Loyal Regulars,1516.0,Normal
12680.0,0,4,862.81,0,0.24128602560715004,-0.8864071779205194,Churn Risk,Active,Medium Value,Loyal Regulars,1826.0,Normal
12689.0,25,2,1247.61,0,-0.0022843053892304226,-0.6770949947751704,Churn Risk,Active,Medium Value,Loyal Regulars,1398.0,Normal
12690.0,205,1,389.01,0,-0.8357571471911397,0.896007519613328,Churn Risk,Active,Medium Value,Loyal Regulars,2868.0,Normal
12691.0,27,6,1035.8,0,0.32608273311508024,-0.6000337754995714,Churn Risk,Active,Medium Value,Loyal Regulars,1609.0,Normal
12693.0,126,4,855.91,0,-0.23896273332487558,0.2535053354360506,Churn Risk,Active,Medium Value,Loyal Regulars,1835.0,Normal
12694.0,69,2,869.67,0,-0.1963976848178026,-0.2959404373472847,Churn Risk,Active,Medium Value,Loyal Regulars,1816.0,Normal
12695.0,6,4,582.1,0,0.19870049517679184,-0.8447511997443884,Churn Risk,Active,Medium Value,Loyal Regulars,2376.0,Normal
12697.0,28,3,957.59,0,0.05361764828377321,-0.6458813581127919,Churn Risk,Active,Medium Value,Loyal Regulars,1706.0,Normal
12701.0,79,2,797.71,0,-0.23953441484013452,-0.20868688833083449,Churn Risk,Active,Medium Value,Loyal Regulars,1923.0,Normal
12707.0,291,1,603.42,0,-1.1481374040729406,1.6839099923446628,Churn Risk,Active,Medium Value,Loyal Regulars,2321.0,Normal
12710.0,96,3,1149.02,0,-0.19184092230933358,-0.021902705778062928,Churn Risk,Active,Medium Value,Loyal Regulars,1475.0,Normal
12713.0,0,1,848.55,0,-0.022874420681697566,-0.9384244839589663,Churn Risk,Active,Medium Value,Loyal Regulars,1848.0,Normal
12715.0,105,1,343.36,0,-0.45820255408376137,-0.010987162631545378,Churn Risk,Active,Medium Value,Loyal Regulars,3042.0,Normal
12716.0,3,2,1053.49,0,0.06783333176831505,-0.8849228084699291,Churn Risk,Active,Medium Value,Loyal Regulars,1585.0,Normal
12717.0,150,2,1030.98,0,-0.4934737203668276,0.4443239902707685,Churn Risk,Active,Medium Value,Loyal Regulars,1617.0,Normal
12719.0,4,2,644.95,0,0.03529697712643438,-0.8942699658012856,Churn Risk,Active,Medium Value,Loyal Regulars,2216.0,Normal
12722.0,84,4,997.63,0,-0.0690757396839974,-0.12018742255875686,Churn Risk,Active,Medium Value,Loyal Regulars,1659.0,Normal
12723.0,3,5,725.07,0,0.30789637397419556,-0.8483363759265513,Churn Risk,Active,Medium Value,Loyal Regulars,2042.0,Normal
12724.0,4,4,1031.41,0,0.23791146085254314,-0.842617560771186,Churn Risk,Active,Medium Value,Loyal Regulars,1615.0,Normal
12728.0,70,4,836.33,0,-0.027111363746806054,-0.2541422272216549,Churn Risk,Active,Medium Value,Loyal Regulars,1867.0,Normal
12729.0,113,1,453.01,0,-0.4809530968621452,0.06634549975220674,Churn Risk,Active,Medium Value,Loyal Regulars,2679.0,Normal
12733.0,233,1,383.95,0,-0.9427270903279977,1.1491626057414055,Churn Risk,Active,Medium Value,Loyal Regulars,2890.0,Normal
12735.0,314,2,779.5699999999999,0,-1.1356071208537948,1.9171030674467548,Churn Risk,Active,Medium Value,Loyal Regulars,1950.0,Normal
12739.0,77,2,1013.04,0,-0.2167770227821393,-0.21708936404298357,Churn Risk,Active,Medium Value,Loyal Regulars,1636.0,Normal
12740.0,63,1,427.6,0,-0.2923575786134475,-0.3872682438681428,Churn Risk,Active,Medium Value,Loyal Regulars,2740.0,Normal
12743.0,133,2,540.13,0,-0.46326049968138455,0.26838138383829335,Churn Risk,Active,Medium Value,Loyal Regulars,2465.0,Normal
12759.0,51,3,1531.44,0,0.006395139840482704,-0.41190491953286684,Churn Risk,Active,Medium Value,Loyal Regulars,1172.0,Normal
12763.0,137,2,494.08,0,-0.4817293441908908,0.3025053158127798,Churn Risk,Active,Medium Value,Loyal Regulars,2575.0,Normal
12769.0,238,1,1143.6,0,-0.9083464136369016,1.2286165831178508,Churn Risk,Active,Medium Value,Loyal Regulars,1478.0,Normal
12770.0,210,1,1351.45,0,-0.7871161910148536,0.9845931266035973,Churn Risk,Active,Medium Value,Loyal Regulars,1299.0,Normal
12772.0,59,1,892.47,0,-0.2444371326739532,-0.40253271968176546,Churn Risk,Active,Medium Value,Loyal Regulars,1785.0,Normal
12775.0,16,5,1386.04,0,0.30487665323357366,-0.7009308318685474,Churn Risk,Active,Medium Value,Loyal Regulars,1273.0,Normal
12778.0,19,6,822.23,0,0.34152557707152537,-0.682045953389357,Churn Risk,Active,Medium Value,Loyal Regulars,1883.0,Normal
12781.0,63,2,826.74,0,-0.17657065753151904,-0.35216991820213683,Churn Risk,Active,Medium Value,Loyal Regulars,1878.0,Normal
12784.0,8,2,532.8199999999999,0,0.012181358770183507,-0.8631216148953009,Churn Risk,Active,Medium Value,Loyal Regulars,2484.0,Normal
12787.0,9,3,463.66,0,0.0912295764650518,-0.8400614381564999,Churn Risk,Active,Medium Value,Loyal Regulars,2648.0,Normal
12790.0,191,1,324.92,0,-0.7869569225002854,0.7664300792916687,Churn Risk,Active,Medium Value,Loyal Regulars,3124.0,Normal
12792.0,256,1,400.53999999999996,0,-1.0291363601792323,1.358045637750004,Churn Risk,Active,Medium Value,Loyal Regulars,2829.0,Normal
12794.0,52,2,860.41,0,-0.1323188494705288,-0.4501970557836986,Churn Risk,Active,Medium Value,Loyal Regulars,1829.0,Normal
12795.0,18,1,430.48,0,-0.12081093150287876,-0.7943611361752942,Churn Risk,Active,Medium Value,Loyal Regulars,2727.0,Normal
12802.0,186,1,427.58,0,-0.760699591385897,0.7258059038398554,Churn Risk,Active,Medium Value,Loyal Regulars,2741.0,Normal
12808.0,36,3,483.65000000000003,0,-0.010171192757651375,-0.5948277416698222,Churn Risk,Active,Medium Value,Loyal Regulars,2599.0,Normal
12809.0,177,1,489.31,0,-0.7220898865427205,0.6471410887661847,Churn Risk,Active,Medium Value,Loyal Regulars,2583.0,Normal
12811.0,260,3,514.85,0,-0.8608901696119787,1.433640696310458,Churn Risk,Active,Medium Value,Loyal Regulars,2522.0,Normal
12815.0,147,2,1063.46,0,-0.4797667712642027,0.4186383921063618,Churn Risk,Active,Medium Value,Loyal Regulars,1576.0,Normal
12816.0,95,2,572.2,0,-0.3163147297366494,-0.07405134890050083,Churn Risk,Active,Medium Value,Loyal Regulars,2397.0,Normal
12818.0,261,1,1542.08,0,-0.967901015444351,1.4546961141314452,Churn Risk,Active,Medium Value,Loyal Regulars,1162.0,Normal
12820.0,2,4,942.34,0,0.2392633147908489,-0.8647271623497383,Churn Risk,Active,Medium Value,Loyal Regulars,1721.0,Normal
12822.0,70,2,948.88,0,-0.19463525096468134,-0.2833242220067027,Churn Risk,Active,Medium Value,Loyal Regulars,1715.0,Normal
12824.0,59,1,397.12,0,-0.27927035641767267,-0.4248383202005656,Churn Risk,Active,Medium Value,Loyal Regulars,2842.0,Normal
12826.0,2,7,1474.72,0,0.539858180956745,-0.7893789231513022,Churn Risk,Active,Medium Value,Loyal Regulars,1206.0,Normal
12827.0,5,3,430.15000000000003,0,0.1041037277656142,-0.8777679553278688,Churn Risk,Active,Medium Value,Loyal Regulars,2728.0,Normal
12828.0,2,6,1018.71,0,0.4200721371650046,-0.8270381037713893,Churn Risk,Active,Medium Value,Loyal Regulars,1632.0,Normal
12832.0,31,2,383.03,0,-0.08592782380231896,-0.6617306709341798,Churn Risk,Active,Medium Value,Loyal Regulars,2897.0,Normal
12833.0,144,1,417.38,0,-0.601495677085174,0.3452721913062044,Churn Risk,Active,Medium Value,Loyal Regulars,2766.0,Normal
12834.0,282,1,312.38,0,-1.1343346364258315,1.5893599512792347,Churn Risk,Active,Medium Value,Loyal Regulars,3177.0,Normal
12838.0,33,2,671.95,0,-0.07322614031217536,-0.6306218278825637,Churn Risk,Active,Medium Value,Loyal Regulars,2157.0,Normal
12842.0,69,2,1118.99,0,-0.1788653958427665,-0.28471356277103105,Churn Risk,Active,Medium Value,Loyal Regulars,1510.0,Normal
12844.0,28,2,325.96000000000004,0,-0.0785180689789917,-0.6914487037941724,Churn Risk,Active,Medium Value,Loyal Regulars,3120.0,Normal
12845.0,266,4,354.09,0,-0.8073215391037597,1.4978230800782157,Churn Risk,Active,Medium Value,Loyal Regulars,2995.0,Normal
12847.0,21,1,843.64,0,-0.10318028531096213,-0.7486083777904414,Churn Risk,Active,Medium Value,Loyal Regulars,1854.0,Normal
12849.0,30,2,1010.29,0,-0.03801098526576525,-0.642534556409986,Churn Risk,Active,Medium Value,Loyal Regulars,1642.0,Normal
12852.0,294,1,311.55,0,-1.1800847688551526,1.6979152640357242,Churn Risk,Active,Medium Value,Loyal Regulars,3186.0,Normal
12854.0,78,3,1316.25,0,-0.11154358751293199,-0.17726137370736084,Churn Risk,Active,Medium Value,Loyal Regulars,1330.0,Normal
12857.0,210,2,1106.4,0,-0.7166289861002143,0.9906835895498981,Churn Risk,Active,Medium Value,Loyal Regulars,1522.0,Normal
12863.0,51,1,521.2,0,-0.2400838201283985,-0.4916461253939287,Churn Risk,Active,Medium Value,Loyal Regulars,2505.0,Normal
12865.0,25,2,1568.23,0,0.020261830063906437,-0.662657482635597,Churn Risk,Active,Medium Value,Loyal Regulars,1144.0,Normal
12866.0,282,1,559.12,0,-1.1169837741536495,1.600470648507475,Churn Risk,Active,Medium Value,Loyal Regulars,2424.0,Normal
12868.0,185,6,1607.0600000000002,0,-0.2353542780737662,0.8554937713799022,Churn Risk,Active,Medium Value,Loyal Regulars,1118.0,Normal
12871.0,83,2,380.64,0,-0.28409354434690487,-0.1912699794803719,Churn Risk,Active,Medium Value,Loyal Regulars,2905.0,Normal
12872.0,326,2,599.97,0,-1.1939284361006484,2.017608370705423,Churn Risk,Active,Medium Value,Loyal Regulars,2329.0,Normal
12873.0,281,1,374.0,0,-1.1261938444793604,1.5830853080009573,Churn Risk,Active,Medium Value,Loyal Regulars,2930.0,Normal
12875.0,142,2,343.2300000000001,0,-0.5113754167047135,0.34095949653561164,Churn Risk,Active,Medium Value,Loyal Regulars,3043.0,Normal
12877.0,3,12,1535.77,0,0.9789397241691867,-0.6919551547018282,Churn Risk,Active,Medium Value,Loyal Regulars,1167.0,Normal
12878.0,235,2,854.99,0,-0.829499424923912,1.2055973682319354,Churn Risk,Active,Medium Value,Loyal Regulars,1838.0,Normal
12879.0,44,3,573.22,0,-0.034333769719489066,-0.5183992812814622,Churn Risk,Active,Medium Value,Loyal Regulars,2394.0,Normal
12882.0,8,2,1463.04,0,0.07759482680466968,-0.8212338270390412,Churn Risk,Active,Medium Value,Loyal Regulars,1214.0,Normal
