CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,GPR_Predicted_Monetary,GPR_Uncertainty
12383.0,184,5,1850.56,0,-0.3021428324447629,0.8402841213281864,Churn Risk,1530.8892720171684,4706.201831575331
12384.0,28,2,585.27,0,-0.060283278933601366,-0.6797719797192157,Churn Risk,497.3083158324473,3792.220169137785
12386.0,337,2,401.9,0,-1.2497409224365312,2.1082325795996115,Churn Risk,421.6626473215422,4318.413448413014
12388.0,15,6,2780.66,0,0.49447380065242447,-0.6300554524979044,Churn Risk,2620.014052358947,3816.781663805044
12390.0,79,1,549.84,0,-0.34468396485975855,-0.23697352894489981,Churn Risk,634.3875625324938,3794.4490098339115
12391.0,21,1,439.66,0,-0.13158833159740113,-0.7667995890503284,Churn Risk,265.4009859380833,3787.6818143503497
12393.0,71,4,1582.6000000000001,0,0.021559014449679677,-0.21148831352219374,Churn Risk,1613.1376725734708,3837.180333740113
12394.0,63,2,1272.48,0,-0.145226030194231,-0.3320982549837056,Churn Risk,681.5326549124727,3800.9096663226333
12395.0,18,12,3018.63,0,1.0261003651435807,-0.4894411392314432,Churn Risk,5991.511918312333,3905.9420751830526
12397.0,35,2,2409.9,0,0.04137195218445241,-0.5342631931286024,Churn Risk,734.7745837297311,3795.5145316461344
12398.0,45,1,1635.6599999999999,0,-0.13886863330089436,-0.4957583578699499,Churn Risk,254.70447276737286,3790.1944350474305
12399.0,118,4,1108.65,0,-0.1907287708382321,0.19249108745021512,Churn Risk,1294.72039777789,3957.7598096869956
12401.0,302,1,84.3,0,-1.2265262636457694,1.760077326207942,Churn Risk,451.58714245425676,3826.5766690551704
12402.0,322,1,225.6,0,-1.2927429313694816,1.9474278750937188,Churn Risk,2523.9352187981463,3824.3797623254563
12403.0,49,1,427.7,0,-0.23904348568375294,-0.5139552097832177,Churn Risk,297.59662809447195,3788.0052251018515
12405.0,148,1,1710.39,0,-0.5258012499962855,0.43969396809890915,Churn Risk,384.66073547470046,3843.8818808166816
12406.0,21,2,3415.3,0,0.16537917084254325,-0.6156815203002636,Churn Risk,831.3790261633746,3787.652137335845
12407.0,49,5,1708.1200000000001,0,0.20187309870585762,-0.387797684949038,Churn Risk,2089.9726370012436,3864.053375181272
12408.0,32,5,2888.55,0,0.34961144340140166,-0.488482586657459,Churn Risk,1701.8000682573643,3817.1325584088654
12409.0,78,3,11072.67,0,0.5745320373941021,0.2620700223027971,Churn Risk,1372.418661063059,3825.4861315303087
12410.0,308,2,693.3299999999999,0,-1.1188256712809281,1.8589233381645904,Churn Risk,529.1478162756564,3966.958604484905
12412.0,74,3,1226.88,0,-0.10259753529044388,-0.21748326555316244,Churn Risk,1264.2551523043412,3819.079513996349
12413.0,66,3,758.1,0,-0.105101167626791,-0.3109875446005194,Churn Risk,1095.9105902034285,3831.082995632775
12414.0,216,3,562.41,0,-0.6900092530085815,1.0376091341396612,Churn Risk,1542.7244497711656,4043.7487923452377
12415.0,23,21,124914.53,1,10.368306954060213,5.198901270352007,High Value,105031.73898894414,5105.50343947692
12417.0,2,9,3649.1,0,0.8681999633522212,-0.6572165165474201,Churn Risk,2711.343459582187,3892.8389232469317
12418.0,112,1,668.58,0,-0.4619864751077696,0.06700322187186866,Churn Risk,513.2997745755549,3824.9411298522537
12420.0,63,1,600.39,0,-0.2802069119521425,-0.37948751364982564,Churn Risk,407.26766074333955,3788.597849125801
12421.0,15,4,807.04,0,0.18024954727438924,-0.753177640347059,Churn Risk,1347.4852715338209,3794.3877351776537
12422.0,95,3,803.5600000000001,0,-0.21232616997443682,-0.04650815325376267,Churn Risk,1099.6390310251284,3870.360830017354
12423.0,0,8,1859.31,0,0.6622372342315107,-0.7730345649654108,Churn Risk,2436.371772428489,3936.335405397226
12424.0,162,2,1760.96,0,-0.48783298120202845,0.5857876626015882,Churn Risk,536.3510473816671,3847.541155362083
12425.0,77,1,777.2,0,-0.32108061805938537,-0.24483429399945095,Churn Risk,570.3023085294772,3792.8952960008746
12426.0,194,1,582.73,0,-0.780250554714722,0.8051874303067921,Churn Risk,316.6162051030751,3833.391222360496
12427.0,21,3,825.8,0,0.07100364959191952,-0.7151615936137807,Churn Risk,1196.5684670225094,3790.3628560346456
12428.0,25,9,7956.46,0,1.0835194740457308,-0.255120197896948,Churn Risk,3429.018790166007,4002.912325058836
12429.0,8,4,3750.4,0,0.4138814110948978,-0.6839839333116831,Churn Risk,1512.6905393191678,3796.652633714761
12430.0,42,1,256.4,0,-0.2244358444646639,-0.5850145797880879,Churn Risk,336.9751822722842,3791.7012631661883
12431.0,35,15,6419.95,0,1.4637103159691467,-0.1310649488185525,Churn Risk,3809.153628467174,4297.1975887675935
12432.0,42,5,5059.32,0,0.46418444566281214,-0.3002389509315536,Churn Risk,1902.3987195832906,3849.308717248381
12433.0,0,7,13375.87,0,1.3843674306685845,-0.27156915973030343,Churn Risk,3509.1694350647167,3906.5948406418242
12434.0,84,2,806.14,0,-0.2579798496676755,-0.1630603324174618,Churn Risk,1024.2128835656395,3830.177262940348
12435.0,79,2,7829.89,0,0.2549714887555233,0.10797203537219513,Churn Risk,955.6615041212344,3818.8876017998987
12436.0,99,1,509.01,0,-0.423708092037278,-0.05782429028924138,Churn Risk,233.40551162711745,3837.2261073412483
12437.0,1,18,4951.41,0,1.7530596374272498,-0.45349737854799477,Churn Risk,6260.1396135639525,4079.730484204422
12438.0,13,2,2906.85,0,0.16008592714874512,-0.7109721386482784,Churn Risk,353.85515359144074,3789.1206303044614
12441.0,366,1,173.55,0,-1.4639395866921878,2.343257252654988,Churn Risk,163.1999827514935,3813.40041513227
12442.0,2,1,172.06,0,-0.07806078106845696,-0.9507880337545388,Churn Risk,596.715046887402,3832.2484835655173
12444.0,20,5,5005.46,0,0.5441652259762964,-0.5017508596525224,Churn Risk,1970.3837731062777,3811.65688280565
12445.0,21,1,133.4,0,-0.15312466571217148,-0.7805904706792527,Churn Risk,265.4009859380833,3787.6818143503497
12446.0,57,1,1002.3100000000001,0,-0.22909784250901313,-0.41568540796831305,Churn Risk,522.9208349574446,3789.0930539691203
12447.0,242,1,476.49,0,-0.9704884628264824,1.2347741958065677,Churn Risk,306.6883092049475,3809.1122842565333
12448.0,43,1,449.45,0,-0.21466813314917255,-0.5672721515413583,Churn Risk,300.23580317915344,3791.305891944004
12449.0,21,4,4067.29,0,0.3866658376728607,-0.5520723047205384,Churn Risk,1361.3737546716347,3797.1931328280507
12450.0,155,2,197.88,0,-0.5710959045171757,0.4520564672407967,Churn Risk,704.7564993138387,3833.3905013029175
12451.0,10,5,9035.52,0,0.8656372399393085,-0.4107712454238675,Churn Risk,1957.2710749642201,3809.492164648128
12452.0,16,2,430.57,0,-0.025470082587576305,-0.7953308052418081,Churn Risk,827.7595277402597,3787.614574732503
12453.0,133,1,707.09,0,-0.5392390267765976,0.2587745297654896,Churn Risk,452.70333359663914,3815.834394277727
12454.0,55,1,3528.34,0,-0.04385103871262581,-0.3200371092405885,Churn Risk,498.64487036704236,3788.8324846744545
12455.0,72,6,2466.86,0,0.2553713597605813,-0.12837059388601377,Churn Risk,2630.8067581453383,4062.856923886365
12456.0,43,3,3181.04,0,0.15285689463287397,-0.4100185898651422,Churn Risk,1306.4200788254627,3810.569933414398
12457.0,65,7,2363.23,0,0.36245680997049,-0.17925772564582615,Churn Risk,3002.9753353062033,3977.2954786460846
12458.0,70,2,947.4,0,-0.19473932519732615,-0.28339086637688116,Churn Risk,658.9617279424442,3804.3710779255343
12461.0,93,2,826.88,0,-0.2907902288579913,-0.08068189490554438,Churn Risk,806.2781001219557,3824.5418158282605
12462.0,18,2,1189.59,0,0.020289233852849885,-0.7430533686626096,Churn Risk,933.3490050722739,3786.820349421519
12463.0,52,4,1344.78,0,0.0771807073084672,-0.3941357654264652,Churn Risk,1570.6043176370924,3834.7450240933795
12464.0,9,8,1212.05,0,0.5824528094960156,-0.7207361539934319,Churn Risk,2847.1196671664243,3846.702695746683
12465.0,16,2,742.1899999999999,0,-0.003556830981605054,-0.7812985629208864,Churn Risk,827.7595277402597,3787.614574732503
12468.0,187,2,729.5400000000001,0,-0.655554056651019,0.7655776067006653,Churn Risk,260.73272380842536,3859.591567529395
12471.0,1,30,19788.65,0,3.8490514045689572,0.420123953787825,Churn Risk,16294.292225628767,4208.1381280445485
12472.0,31,7,6572.11,0,0.7878870557214617,-0.29741122569988826,Churn Risk,2397.8539199121697,3851.0199206137368
12473.0,28,5,3928.0499999999997,0,0.4379401165738696,-0.4778714851497571,Churn Risk,1804.7518555806314,3813.474797173166
12474.0,16,18,7324.09,0,1.8627928011666302,-0.21091478640729844,Churn Risk,6490.60532658525,4286.438769021026
12475.0,53,1,723.38,0,-0.23348173051638177,-0.46444318279451985,Churn Risk,441.71404909088574,3788.2152076071634
12476.0,15,11,6816.42,0,1.216866297311915,-0.3626999634746607,Churn Risk,5259.845317605606,3896.158968274471
12477.0,22,6,13219.74,0,1.2019008381277687,-0.09663815598667419,Churn Risk,3095.700482258887,3824.4862604378563
12478.0,3,1,680.99,0,-0.04608025312600271,-0.918821535472726,Churn Risk,67.20067459564439,3816.6976287202488
12479.0,10,1,527.2,0,-0.08354836210898749,-0.8624009616173595,Churn Risk,133.40116264903372,3802.738917806096
12480.0,27,4,3281.63,0,0.3085720073951398,-0.5331542148697693,Churn Risk,1611.9689599244034,3808.4292172456758
12481.0,22,10,5579.82,0,1.0155353006034793,-0.3721633616094914,Churn Risk,3333.636496960711,3890.0208837717596
12483.0,16,8,2484.98,0,0.6453122607828187,-0.6000704072861779,Churn Risk,2781.5643888413597,3842.1517389185547
12484.0,32,6,4527.32,0,0.5525696759790947,-0.3975637470697406,Churn Risk,2690.340415915531,3850.467746444955
12488.0,9,3,1298.66,0,0.14994713339652654,-0.8024614049815771,Churn Risk,906.291338352291,3803.4886568520888
12489.0,335,1,334.93,0,-1.334554212715706,2.069993081067154,Churn Risk,219.3014373095532,3866.3575744912655
12490.0,4,10,5417.93,0,1.0726887763133104,-0.5423422965070894,Churn Risk,3077.8015331443985,3876.699558680412
12491.0,38,1,460.40000000000003,0,-0.19485988843740157,-0.612026026445234,Churn Risk,506.77825276762314,3792.0388807700083
12492.0,62,2,263.21000000000004,0,-0.2123906808134443,-0.3865950533837712,Churn Risk,698.9986723187949,3800.561826119859
12493.0,165,2,433.74,0,-0.5925866005578951,0.5531711446547377,Churn Risk,484.19012349555214,3845.5270653293674
12494.0,15,7,1246.1000000000001,0,0.47428211114945273,-0.682031598868244,Churn Risk,2514.2740763489724,3823.4529516786124
12497.0,81,1,1043.1,0,-0.31761300522185765,-0.19666325981069238,Churn Risk,670.1121684992413,3796.3812040439557
12498.0,20,3,403.70000000000005,0,0.04512904436606395,-0.7432181387452003,Churn Risk,1313.1837731677888,3791.510123079555
12500.0,22,11,4257.82,0,1.0102909211620097,-0.4145679354628709,Churn Risk,4763.214241601101,3915.8807545987024
12501.0,336,1,2169.39,0,-1.2093618485584292,2.1616481685398123,Churn Risk,-155.86957734237967,3888.8805804947383
12502.0,95,5,3723.87,0,0.1684697288783975,0.11924346621978446,Churn Risk,1826.8933002443262,4021.112242461476
12504.0,17,2,482.04999999999995,0,-0.0256576341879997,-0.7839632712424723,Churn Risk,902.1456845800087,3787.1140222235304
12506.0,232,1,73.5,0,-0.9607504198276278,1.1261336578602616,Churn Risk,267.76595955322864,3820.891047920201
12507.0,133,3,1304.81,0,-0.3217686495446887,0.3199399683387441,Churn Risk,1269.3083792659181,3888.230656059196
12508.0,25,2,397.88,0,-0.06203768221723184,-0.7153583195532873,Churn Risk,565.3659169898424,3790.696920735153
12509.0,283,1,176.5,0,-1.1476974233156945,1.5922906682538358,Churn Risk,200.28691124646684,3809.757410743157
12510.0,142,2,982.5699999999999,0,-0.46641675461061954,0.3697489638530432,Churn Risk,528.3532982006031,3887.335027734055
12512.0,65,2,132.18,0,-0.23302770804253245,-0.36534715973360254,Churn Risk,650.9200551595804,3801.828998699295
12513.0,112,1,612.29,0,-0.46594481196965304,0.0644684843061005,Churn Risk,513.2997745755549,3824.9411298522537
12514.0,266,1,1017.68,0,-1.02381528363692,1.4763293458812325,Churn Risk,303.1194414823947,3803.5719946254035
12515.0,352,1,383.7,0,-1.3958546879739229,2.2260288340074497,Churn Risk,64.39508014694957,3911.2327491657475
12516.0,77,2,1312.06,0,-0.19574980856219976,-0.20362449946817474,Churn Risk,888.5256640883074,3813.515670681144
12517.0,27,5,2481.6,0,0.34003278147645033,-0.5520544901407365,Churn Risk,1835.0855366483152,3813.6364783636172
12518.0,0,5,2056.89,0,0.4129734672963918,-0.8155127200723898,Churn Risk,1537.8988750409655,3873.326956095814
12519.0,63,1,330.84,0,-0.299161783174752,-0.39162534471844895,Churn Risk,407.26766074333955,3788.597849125801
12520.0,78,5,2634.26,0,0.15657789041618864,-0.08366129094780073,Churn Risk,2076.174518081319,3964.6525800077525
12521.0,142,1,599.68,0,-0.5810609687462769,0.335382375359603,Churn Risk,414.34470601987573,3835.8426925376925
12522.0,38,2,192.72,0,-0.1259640347962463,-0.6069545919429432,Churn Risk,790.1695480726864,3797.4845024455035
12523.0,18,11,1789.77,0,0.8519671789871819,-0.561901739778763,Churn Risk,5010.9117485814095,3907.1303123285234
12524.0,8,8,4485.72,0,0.8164663304745126,-0.5823722504938513,Churn Risk,2854.6256371961335,3847.968549036489
12526.0,0,3,1316.66,0,0.1854817259467529,-0.8830953810740976,Churn Risk,2744.2738879085264,3873.07375588024
12527.0,81,3,348.71000000000004,0,-0.19100435551896303,-0.193681508501689,Churn Risk,1421.1660217289632,3837.917185053776
12528.0,8,6,1933.48,0,0.4615532713579269,-0.7315496852839329,Churn Risk,2025.896131202115,3814.381888757633
12530.0,59,4,1662.28,0,0.07285391258444593,-0.3164930123674946,Churn Risk,1712.3651715000176,3833.0804145824054
12531.0,14,1,125.22,0,-0.12704635636534356,-0.8443045503709572,Churn Risk,595.4026891454869,3794.1776696528573
12532.0,29,1,349.83000000000004,0,-0.16836639324607297,-0.6984495070470956,Churn Risk,303.08077491177687,3788.622119996397
12534.0,130,1,1089.18,0,-0.5009473530286882,0.24883186285651399,Churn Risk,466.5859585667124,3816.4221706266007
12535.0,91,2,716.35,0,-0.2909474512930383,-0.10375783985168203,Churn Risk,869.896205265474,3823.296739614291
12536.0,42,3,12601.830000000002,0,0.8191385216767643,0.00515000337124365,Churn Risk,1329.8152474917417,3810.2597766539548
12538.0,28,1,363.95,0,-0.16356582160408703,-0.7068630743682578,Churn Risk,244.41769695682183,3788.2773048553067
12539.0,21,4,5568.35,0,0.49222101852023636,-0.48447960316658634,Churn Risk,1361.3737546716347,3797.1931328280507
12540.0,19,17,13400.24,0,2.190928099211945,0.07271723806088479,Churn Risk,6566.941137352581,4161.332011978287
12541.0,29,3,981.18,0,0.051468859961411484,-0.6357697102514787,Churn Risk,889.9655675142264,3795.291436386369
12544.0,35,1,372.7,0,-0.18960404830726119,-0.6431233275880387,Churn Risk,557.0642056354748,3791.2397347574365
12545.0,74,2,1000.39,0,-0.20624363457091244,-0.24480716519803025,Churn Risk,774.2222687287563,3807.8346435868234
12546.0,46,2,1161.5,0,-0.08830018872847756,-0.4909353229704825,Churn Risk,673.1812915914497,3802.983716625075
12547.0,197,2,207.79999999999998,0,-0.7303195085375885,0.8325775713800894,Churn Risk,502.6565173489039,3864.0297615881327
12548.0,165,1,95.19999999999999,0,-0.7041121037355753,0.5208016357676541,Churn Risk,273.93225922427155,3835.438049262825
12550.0,78,1,964.83,0,-0.3116940434607426,-0.22733592824350943,Churn Risk,605.2235697684216,3793.601928199163
12551.0,357,1,168.0,0,-1.430061040208711,2.2615628205369953,Churn Risk,449.65574156225784,3833.370923596873
12552.0,38,2,437.82,0,-0.1087284980251034,-0.5959177438816575,Churn Risk,790.1695480726864,3797.4845024455035
12553.0,7,10,3692.28,0,0.9399173890434229,-0.5929001093256582,Churn Risk,3412.4687355887027,3889.7670313234257
12556.0,49,2,599.56,0,-0.1392389913555795,-0.48909129793756667,Churn Risk,666.6108542031538,3803.763262240064
12557.0,15,5,11990.960000000001,0,1.0544268080490413,-0.2324408885921357,Churn Risk,1976.4499312280745,3809.2084525208406
12558.0,7,1,269.96,0,-0.09021464725089752,-0.9011326455439681,Churn Risk,-349.87054360317006,3811.0234100503753
12559.0,310,2,561.71,0,-1.1356965403560086,1.8710952734900006,Churn Risk,512.6324048930967,3962.0233296335236
12560.0,4,3,2134.01,0,0.2277275385086657,-0.8100925644969421,Churn Risk,445.04371082743637,3805.6264627555515
12561.0,302,1,238.85,0,-1.2156582415813872,1.7670367095937916,Churn Risk,451.58714245425676,3826.5766690551704
12562.0,7,7,3781.7400000000002,0,0.6830505774910214,-0.6402469058540415,Churn Risk,2629.315395241851,3820.8795726043354
12564.0,260,1,456.9,0,-1.0404036897122697,1.39678108996095,Churn Risk,300.60221699731846,3805.329286018687
12565.0,288,1,145.92,0,-1.1688860580185612,1.6361606046532522,Churn Risk,237.29696040716408,3816.124994612065
12566.0,85,1,351.65,0,-0.3814666536158829,-0.19160167683152962,Churn Risk,636.6426533287217,3801.2085030423823
12567.0,22,10,9401.28,0,1.284262001335637,-0.20008309481111874,Churn Risk,3333.636496960711,3890.0208837717596
12569.0,1,32,4124.69,0,2.9229934929368966,-0.2509737303694371,Churn Risk,6410.9989167473095,4786.6905050138375
12571.0,39,2,519.61,0,-0.10678463746912802,-0.5831853511930619,Churn Risk,789.3373670519886,3798.184282561568
12572.0,8,2,1020.42,0,0.04646959920106647,-0.8411649967203403,Churn Risk,-332.5012044582004,3790.091176842003
12573.0,226,1,160.54000000000002,0,-0.9317838465839985,1.0757567234865406,Churn Risk,182.30587332728146,3834.812265029082
12574.0,315,1,218.45,0,-1.2665921919823664,1.8837601762812601,Churn Risk,585.246687855411,3817.376309495406
12576.0,35,5,1315.83,0,0.22759415910340688,-0.5321539646575355,Churn Risk,1684.6281615497373,3825.0515195469598
12577.0,34,3,626.6,0,0.00749640676058362,-0.6064894873235296,Churn Risk,1196.5708967983255,3803.514506041481
12578.0,20,2,2794.51,0,0.12553259988409526,-0.6526850721281209,Churn Risk,889.5677282320366,3787.1016712323117
12579.0,77,1,440.42,0,-0.34476313162032163,-0.2599994906134037,Churn Risk,570.3023085294772,3792.8952960008746
12580.0,246,1,415.7,0,-0.9899938304367909,1.2682343858780623,Churn Risk,294.1983293964688,3809.3440855262015
12581.0,39,1,197.71,0,-0.21714000873382644,-0.6148055612154378,Churn Risk,468.3393923154026,3792.126703305214
12582.0,238,2,511.36,0,-0.8650865750316016,1.2172718881659503,Churn Risk,463.3999692153145,3882.114929712633
12583.0,2,15,7281.38,0,1.6499387996034134,-0.3909046642855434,Churn Risk,7382.565747047397,3904.839109400118
12584.0,3,9,2338.15,0,0.7722057517635961,-0.7071991779954018,Churn Risk,2880.889131548145,3857.672542061155
12585.0,233,2,2040.1,0,-0.7385466887210016,1.24086406637892,Churn Risk,1265.617129741126,3888.3512313906563
12586.0,16,1,196.94000000000003,0,-0.12961826972012955,-0.8229762189428063,Churn Risk,601.9726852894814,3791.556876739231
12587.0,7,1,144.0,0,-0.09907220829411725,-0.9068046218059003,Churn Risk,-349.87054360317006,3811.0234100503753
12588.0,38,1,214.89999999999998,0,-0.2121235533795296,-0.6230808864984602,Churn Risk,506.77825276762314,3792.0388807700083
12589.0,28,2,646.68,0,-0.05596490148310815,-0.6770066886566143,Churn Risk,497.3083158324473,3792.220169137785
12590.0,210,2,9864.26,0,-0.1007725272404779,1.3850498488808332,Churn Risk,1243.4989382675903,3855.5877041858325
12591.0,316,1,452.84999999999997,0,-1.2539167309912866,1.9033645941947952,Churn Risk,843.5914505913997,3817.9000856042007
12592.0,91,2,437.6,0,-0.3105492704483058,-0.11630994673492728,Churn Risk,869.896205265474,3823.296739614291
12593.0,108,3,418.09999999999997,0,-0.2889312956250019,0.053776668989589,Churn Risk,898.1533095744503,3860.9307249399467
12594.0,37,10,3338.2200000000003,0,0.8007903223096113,-0.3373617048920089,Churn Risk,4038.6846266808807,4221.497720103885
12596.0,50,2,618.27,0,-0.14173094336396025,-0.4791993963779221,Churn Risk,674.9256972614171,3803.7070391849797
12597.0,18,4,3811.22,0,0.38008182743108215,-0.5907513035707223,Churn Risk,1306.8653475883498,3794.6629633548246
12598.0,9,8,3023.08,0,0.7098052132440488,-0.6391855095853112,Churn Risk,2847.1196671664243,3846.702695746683
12599.0,28,7,1032.58,0,0.4097678797968489,-0.5740043218894476,Churn Risk,2387.951285243399,3839.222639011543
12600.0,28,10,2599.04,0,0.783079693593522,-0.45209148112750913,Churn Risk,3548.4610967273456,3902.422878879168
12601.0,189,5,577.0600000000001,0,-0.41073413284974686,0.8281853951721831,Churn Risk,1100.080178377705,4215.192982290829
12602.0,58,1,153.12,0,-0.2926208935123956,-0.4448750259206634,Churn Risk,520.928724251047,3789.021197190492
12603.0,21,1,739.1999999999999,0,-0.11052455075518103,-0.7533113088859972,Churn Risk,265.4009859380833,3787.6818143503497
12604.0,78,2,254.18,0,-0.273948029572803,-0.24221142391546482,Churn Risk,923.9741204507905,3816.090061446267
12607.0,59,1,1579.51,0,-0.1961241861898811,-0.3715953223254793,Churn Risk,509.96290553993094,3788.8506602449092
12609.0,77,3,1126.85,0,-0.12105462926818385,-0.19483944252763735,Churn Risk,1348.3529236636268,3822.6319878500963
12610.0,22,5,2099.54,0,0.3322043949910494,-0.614505597425542,Churn Risk,1950.429159925519,3813.405800842933
12611.0,51,1,1193.32,0,-0.19282005442207192,-0.46138057533700777,Churn Risk,367.358882700343,3787.7811520142072
12612.0,73,1,704.0400000000001,0,-0.3109946717077246,-0.28432624987188054,Churn Risk,410.87849466216585,3791.880996232913
12613.0,56,5,3344.38,0,0.29028207090273567,-0.25077119566280814,Churn Risk,1917.365091585067,3864.079172380206
12614.0,277,1,315.6,0,-1.1150699686183496,1.544257994631117,Churn Risk,324.37099434101196,3811.8349288107734
12615.0,1,4,2291.19,0,0.3379226705803163,-0.8130378646654336,Churn Risk,1310.0007323280913,3821.2249153286234
12616.0,94,2,713.3,0,-0.3025848702154317,-0.07674700938028382,Churn Risk,776.8182661330497,3827.128008189238
12617.0,28,1,352.98,0,-0.16433723669335443,-0.7073570532472148,Churn Risk,244.41769695682183,3788.2773048553067
12618.0,21,1,177.31,0,-0.15003689574227802,-0.7786132042640302,Churn Risk,265.4009859380833,3787.6818143503497
12619.0,15,9,3641.24,0,0.8181478311116254,-0.5399283739126302,Churn Risk,3574.11882311395,3914.060441632297
12620.0,14,3,1339.41,0,0.1337744547845845,-0.7553794801194456,Churn Risk,1665.0687394094555,3801.3046626382993
12621.0,1,20,13689.67,0,2.5429762672375342,-0.025763587804934793,Churn Risk,11892.041561465667,4043.6712744112606
12622.0,231,1,180.1,0,-0.949446615053878,1.1218844630756466,Churn Risk,251.54285293295857,3823.523684851989
12623.0,275,1,305.1,0,-1.108193038694288,1.5256863985693956,Churn Risk,348.16994675436285,3813.389990927579
12624.0,105,2,641.13,0,-0.3495440147337413,0.019546473977045047,Churn Risk,706.3170855918552,3863.555859125526
12625.0,211,2,2683.82,0,-0.6095117846179872,1.0707641710018592,Churn Risk,1142.6230353513615,3854.388585416827
12626.0,22,9,6620.48,0,1.000995730982553,-0.3424275222871692,Churn Risk,3442.300714239431,3978.106302993268
12627.0,10,7,4478.53,0,0.7206262065242243,-0.5817222942842744,Churn Risk,2514.331956455585,3813.454484140696
12628.0,3,3,786.46,0,0.1367748936873217,-0.879822104480736,Churn Risk,692.8587755095439,3806.2251437569016
12630.0,9,2,1270.88,0,0.06027440625719961,-0.8208373973304103,Churn Risk,-341.88381554830767,3789.6442115061814
12631.0,56,1,640.5,0,-0.2507328291631339,-0.44102709561456366,Churn Risk,515.4235225518705,3789.0297611749334
12633.0,58,4,2163.98,0,0.11194131824876503,-0.3029508621132928,Churn Risk,1704.1869700829925,3831.9393237363392
12635.0,89,2,1689.18,0,-0.2149223354319392,-0.07805010582729925,Churn Risk,932.4307105858031,3825.8241609043293
